date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-12-01,Riyadh,22.3,27.5,15.7,0.0,26,3.5
2025-12-02,Riyadh,22.3,26.8,17.3,0.0,24,4.1
2025-12-03,Riyadh,20.8,25.5,15.6,0.0,30,3.7
2025-12-04,Riyadh,20.0,23.5,15.6,0.1,41,4.6
2025-12-05,Riyadh,20.4,24.3,16.0,0.0,40,5.0
2025-12-06,Riyadh,20.4,24.5,15.9,0.0,39,6.9
2025-12-07,Riyadh,20.5,24.5,16.2,0.0,34,7.8
2025-12-08,Riyadh,20.4,24.5,16.6,0.0,42,8.3
2025-12-09,Riyadh,21.2,25.7,17.1,0.0,40,10.0
2025-12-10,Riyadh,21.8,25.9,18.1,0.0,40,9.1
2025-12-11,Riyadh,22.1,26.7,18.5,0.0,45,7.5
2025-12-12,Riyadh,19.8,24.4,15.7,0.2,64,4.3
2025-12-13,Riyadh,18.6,22.3,15.2,0.9,64,6.2
2025-12-14,Riyadh,17.4,21.0,14.1,0.6,59,7.7
2025-12-15,Riyadh,15.2,17.8,11.9,6.4,75,8.6
2025-12-16,Riyadh,13.5,16.6,11.0,0.9,86,3.8
2025-12-17,Riyadh,14.9,18.8,11.3,0.1,69,5.1
2025-12-18,Riyadh,9.2,12.8,7.0,7.0,81,10.4
2025-12-19,Riyadh,9.9,13.8,6.9,0.0,70,14.4
2025-12-20,Riyadh,11.0,15.9,6.8,0.0,59,7.8
2025-12-21,Riyadh,11.6,16.9,6.1,0.0,56,4.4
2025-12-22,Riyadh,13.0,17.5,8.6,0.0,62,7.2
2025-12-23,Riyadh,14.5,18.8,10.1,0.0,54,8.3
2025-12-24,Riyadh,17.0,23.0,10.5,0.0,33,4.2
2025-12-25,Riyadh,16.1,21.0,11.4,0.0,48,7.0
2025-12-26,Riyadh,16.6,20.9,12.9,0.0,52,7.1
2025-12-27,Riyadh,18.5,24.4,14.0,0.0,42,9.7
2025-12-28,Riyadh,20.2,25.3,16.5,0.0,30,9.9
2025-12-29,Riyadh,17.3,22.1,11.9,0.0,35,4.4
2025-12-30,Riyadh,16.5,20.9,13.2,0.0,33,6.8
2025-12-31,Riyadh,13.9,18.7,9.3,0.0,44,6.1
2025-12-01,Salalah,24.5,30.4,19.5,0.0,41,8.5
2025-12-02,Salalah,23.7,28.8,18.9,0.0,43,7.1
2025-12-03,Salalah,23.8,28.4,19.6,0.0,54,5.7
2025-12-04,Salalah,23.4,27.6,19.5,0.0,52,7.3
2025-12-05,Salalah,23.9,28.3,20.3,0.0,62,6.6
2025-12-06,Salalah,24.3,28.9,20.4,0.0,57,8.1
2025-12-07,Salalah,24.4,29.4,20.5,0.0,59,8.4
2025-12-08,Salalah,24.5,28.5,20.7,0.0,60,7.9
2025-12-09,Salalah,24.4,28.2,20.5,0.0,69,6.5
2025-12-10,Salalah,23.8,27.8,19.0,0.0,70,5.7
2025-12-11,Salalah,24.0,27.8,21.0,0.0,70,6.3
2025-12-12,Salalah,23.7,27.4,19.9,0.0,71,6.1
2025-12-13,Salalah,22.9,26.9,17.6,0.0,68,6.0
2025-12-14,Salalah,22.8,26.6,19.0,0.0,62,6.3
