date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-08-01,Riyadh,38.7,44.0,32.8,0.0,10,8.9
2025-08-02,Riyadh,39.0,44.2,33.0,0.0,10,9.2
2025-08-03,Riyadh,39.3,44.0,33.2,0.0,12,7.0
2025-08-04,Riyadh,39.3,43.9,33.9,0.0,12,7.8
2025-08-05,Riyadh,38.9,43.8,33.2,0.0,11,9.5
2025-08-06,Riyadh,38.7,43.7,32.8,0.0,11,9.8
2025-08-07,Riyadh,38.8,43.8,32.5,0.0,13,7.5
2025-08-08,Riyadh,39.9,45.0,34.4,0.0,12,6.0
2025-08-09,Riyadh,40.4,44.5,36.9,0.0,11,8.6
2025-08-10,Riyadh,39.2,43.7,33.7,0.0,13,5.2
2025-08-11,Riyadh,40.1,45.2,34.5,0.0,11,5.0
2025-08-12,Riyadh,39.8,44.0,35.1,0.0,13,6.8
2025-08-13,Riyadh,39.6,44.2,34.2,0.0,13,8.8
2025-08-14,Riyadh,39.0,44.2,33.7,0.0,8,10.7
2025-08-15,Riyadh,37.8,43.2,31.7,0.0,6,9.1
2025-08-16,Riyadh,38.2,43.7,32.1,0.0,8,10.5
2025-08-17,Riyadh,37.7,42.8,32.0,0.0,7,10.6
2025-08-18,Riyadh,38.1,43.1,32.4,0.0,7,10.0
2025-08-19,Riyadh,37.3,42.1,32.2,0.0,11,9.0
2025-08-20,Riyadh,36.5,41.4,31.3,0.0,12,9.8
2025-08-21,Riyadh,37.2,42.3,31.2,0.0,13,10.7
2025-08-22,Riyadh,37.5,42.1,31.6,0.0,13,7.1
2025-08-23,Riyadh,37.2,42.4,30.5,0.0,12,5.6
2025-08-24,Riyadh,37.1,41.9,31.1,0.0,13,6.0
2025-08-25,Riyadh,37.4,42.4,31.0,0.0,12,7.1
2025-08-26,Riyadh,37.3,42.4,31.4,0.0,10,9.6
2025-08-27,Riyadh,36.8,40.9,32.1,0.0,11,10.2
2025-08-28,Riyadh,36.4,41.0,31.4,0.0,14,9.2
2025-08-29,Riyadh,36.6,42.0,31.0,0.0,15,10.5
2025-08-30,Riyadh,36.5,41.7,31.3,0.0,13,10.4
