date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-05-01,Riyadh,33.5,38.4,27.8,0.0,15,7.5
2025-05-02,Riyadh,35.1,40.0,29.3,0.0,14,10.0
2025-05-03,Riyadh,36.2,40.7,30.8,0.0,10,8.8
2025-05-04,Riyadh,35.6,40.6,30.8,0.0,14,7.7
2025-05-05,Riyadh,34.2,38.5,30.3,0.0,16,7.3
2025-05-06,Riyadh,30.0,33.9,25.9,0.0,14,11.4
2025-05-07,Riyadh,29.5,34.9,23.9,0.0,14,9.9
2025-05-08,Riyadh,30.1,35.3,24.6,0.0,14,7.2
2025-05-09,Riyadh,32.0,37.7,26.3,0.0,12,6.2
2025-05-10,Riyadh,33.8,39.0,28.0,0.0,10,4.7
2025-05-11,Riyadh,35.0,40.3,29.1,0.0,11,7.3
2025-05-12,Riyadh,35.6,41.8,29.2,0.0,9,7.7
2025-05-13,Riyadh,36.7,42.3,31.0,0.0,9,8.6
2025-05-14,Riyadh,34.4,39.0,28.9,0.0,10,9.8
2025-05-15,Riyadh,34.9,40.2,28.9,0.0,12,7.0
2025-05-16,Riyadh,34.1,38.3,30.4,0.0,13,8.6
2025-05-17,Riyadh,31.3,36.0,26.1,0.0,12,11.3
2025-05-18,Riyadh,32.1,38.0,26.3,0.0,11,10.6
2025-05-19,Riyadh,34.7,41.1,27.7,0.0,9,7.9
2025-05-20,Riyadh,37.0,42.4,29.9,0.0,7,5.0
2025-05-21,Riyadh,37.9,43.3,31.4,0.0,9,6.1
2025-05-22,Riyadh,38.2,43.8,32.1,0.0,7,5.9
2025-05-23,Riyadh,38.5,44.1,32.2,0.0,6,7.4
2025-05-24,Riyadh,38.2,43.7,32.6,0.0,7,6.7
2025-05-25,Riyadh,37.0,42.7,30.7,0.0,7,7.4
2025-05-26,Riyadh,36.2,41.2,30.6,0.0,9,6.5
2025-05-27,Riyadh,36.7,42.1,30.6,0.0,8,5.3
2025-05-28,Riyadh,38.2,44.0,31.7,0.0,7,7.5
2025-05-29,Riyadh,38.0,43.8,32.0,0.0,7,7.4
2025-05-30,Riyadh,35.7,41.3,29.4,0.0,10,9.0
2025-05-31,Riyadh,34.6,39.8,28.9,0.0,10,7.4
2025-05-01,Salalah,28.6,32.7,25.1,0.1,76,7.7
2025-05-02,Salalah,28.1,32.1,24.1,0.1,73,6.7
2025-05-03,Salalah,28.1,31.8,23.8,0.0,73,7.5
2025-05-04,Salalah,29.3,32.8,25.8,0.0,73,9.8
2025-05-05,Salalah,29.6,32.8,26.7,0.0,74,11.6
2025-05-06,Salalah,29.8,33.2,27.0,0.0,71,8.6
2025-05-07,Salalah,29.6,33.7,26.5,0.0,74,7.2
2025-05-08,Salalah,32.2,39.8,25.8,0.0,47,5.6
2025-05-09,Salalah,32.2,40.2,26.6,0.0,37,4.3
2025-05-10,Salalah,30.8,36.9,25.7,0.0,40,6.2
2025-05-11,Salalah,28.6,32.3,24.4,0.0,60,6.2
2025-05-12,Salalah,28.3,31.9,24.3,0.0,71,11.0
2025-05-13,Salalah,29.1,32.6,25.8,0.2,71,9.1
2025-05-14,Salalah,29.1,32.4,25.9,0.4,78,7.9
2025-05-15,Salalah,29.0,31.5,26.4,2.8,82,6.2
2025-05-16,Salalah,29.0,32.3,25.8,0.5,78,5.5
2025-05-17,Salalah,29.3,33.6,25.2,0.0,71,6.5
2025-05-18,Salalah,30.1,35.6,25.4,0.0,66,7.0
2025-05-19,Salalah,30.7,36.5,25.4,0.0,59,8.0
2025-05-20,Salalah,30.5,35.9,26.0,0.0,54,6.2
2025-05-21,Salalah,30.5,34.1,27.3,0.0,65,4.6
2025-05-22,Salalah,29.8,33.7,26.2,0.0,72,4.8
2025-05-23,Salalah,29.5,33.6,26.1,0.0,73,6.0
2025-05-24,Salalah,29.4,33.5,26.2,0.0,76,7.3
2025-05-25,Salalah,30.0,33.2,27.3,0.9,75,9.5
2025-05-26,Salalah,29.6,33.0,26.8,0.1,78,8.1
2025-05-27,Salalah,29.9,33.3,26.8,0.0,75,8.3
2025-05-28,Salalah,29.9,34.4,26.5,0.0,70,7.0
2025-05-29,Salalah,29.6,33.9,25.8,0.0,69,6.2
2025-05-30,Salalah,30.2,33.5,27.6,0.0,66,6.2
2025-05-31,Salalah,29.5,33.8,26.8,0.0,74,7.2
2025-05-01,Amman,19.2,24.9,15.0,0.5,53,9.6
2025-05-02,Amman,17.6,21.9,12.3,0.0,40,8.3
2025-05-03,Amman,18.2,24.7,12.7,0.0,39,8.1
2025-05-04,Amman,16.7,22.2,12.6,0.3,54,9.6
