date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-04-01,Riyadh,30.4,36.3,24.1,0.0,15,9.2
2025-04-02,Riyadh,32.5,38.5,26.0,0.0,13,7.3
2025-04-03,Riyadh,33.1,38.4,27.9,0.0,13,9.0
2025-04-04,Riyadh,32.1,37.5,25.9,0.0,12,12.2
2025-04-05,Riyadh,32.8,38.1,27.3,0.0,11,8.6
2025-04-06,Riyadh,30.1,34.9,25.9,0.0,21,12.6
2025-04-07,Riyadh,29.3,35.3,24.4,0.0,22,9.4
2025-04-08,Riyadh,29.7,35.4,23.3,0.0,22,6.5
2025-04-09,Riyadh,32.2,38.4,25.5,0.0,19,6.4
2025-04-10,Riyadh,34.2,39.4,28.1,0.0,13,10.8
2025-04-11,Riyadh,31.8,36.6,26.3,0.0,18,7.9
2025-04-12,Riyadh,30.7,35.9,26.4,0.0,18,8.4
2025-04-13,Riyadh,26.8,31.8,20.8,0.0,25,9.7
2025-04-14,Riyadh,29.3,35.5,22.9,0.0,18,9.4
2025-04-15,Riyadh,25.5,30.6,19.8,0.0,16,9.4
2025-04-16,Riyadh,25.4,30.7,20.1,0.0,18,8.2
2025-04-17,Riyadh,24.2,29.9,18.5,0.0,21,8.0
2025-04-18,Riyadh,25.3,30.5,19.9,0.0,23,6.7
2025-04-19,Riyadh,26.9,31.9,22.1,0.0,20,6.8
2025-04-20,Riyadh,28.0,32.6,24.1,0.0,24,8.4
2025-04-21,Riyadh,30.3,35.8,24.5,0.0,22,9.2
2025-04-22,Riyadh,33.1,38.7,26.7,0.0,14,10.3
2025-04-23,Riyadh,32.7,37.9,26.3,0.0,9,8.2
2025-04-24,Riyadh,33.5,39.0,26.3,0.0,10,6.1
2025-04-25,Riyadh,34.3,39.7,28.3,0.0,9,5.4
2025-04-26,Riyadh,35.0,39.8,29.0,0.0,9,6.1
2025-04-27,Riyadh,35.5,40.5,29.9,0.0,8,6.9
2025-04-28,Riyadh,35.3,40.5,29.6,0.0,8,7.0
2025-04-29,Riyadh,34.9,39.7,29.6,0.0,9,7.6
2025-04-30,Riyadh,33.5,38.3,27.3,0.0,14,8.9
2025-04-01,Salalah,26.0,30.8,21.1,0.0,56,5.0
2025-04-02,Salalah,27.0,31.4,23.0,0.0,48,4.5
2025-04-03,Salalah,27.2,31.8,22.2,0.0,49,5.0
