date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-06-01,Riyadh,36.2,41.9,29.6,0.0,9,4.9
2025-06-02,Riyadh,37.1,42.6,30.4,0.0,8,5.4
2025-06-03,Riyadh,34.6,39.3,29.6,0.0,10,9.9
2025-06-04,Riyadh,33.8,38.5,28.9,0.0,13,6.1
2025-06-05,Riyadh,34.5,39.8,29.5,0.0,13,5.4
2025-06-06,Riyadh,33.6,38.8,28.3,0.0,13,6.9
2025-06-07,Riyadh,34.7,39.8,28.8,0.0,11,6.0
2025-06-08,Riyadh,35.7,40.8,29.8,0.0,8,6.2
2025-06-09,Riyadh,36.0,42.4,29.0,0.0,9,11.1
2025-06-10,Riyadh,37.9,44.3,31.9,0.0,8,9.7
2025-06-11,Riyadh,38.3,44.0,31.0,0.0,6,5.4
2025-06-12,Riyadh,38.7,43.9,31.4,0.0,7,5.4
2025-06-13,Riyadh,39.1,45.1,31.9,0.0,7,6.2
2025-06-14,Riyadh,38.9,44.2,32.3,0.0,8,7.2
2025-06-15,Riyadh,38.8,44.3,32.4,0.0,7,8.7
2025-06-16,Riyadh,39.3,45.5,32.5,0.0,6,8.1
2025-06-17,Riyadh,39.0,45.1,32.6,0.0,7,9.1
2025-06-18,Riyadh,37.5,42.5,32.1,0.0,9,6.9
2025-06-19,Riyadh,36.1,41.1,30.4,0.0,9,8.9
2025-06-20,Riyadh,35.7,40.9,29.9,0.0,8,11.6
2025-06-21,Riyadh,35.7,41.0,29.9,0.0,7,9.6
2025-06-22,Riyadh,36.0,41.1,29.8,0.0,7,8.7
2025-06-23,Riyadh,36.6,41.7,30.3,0.0,7,7.2
2025-06-24,Riyadh,37.6,43.1,31.2,0.0,7,4.2
2025-06-25,Riyadh,37.6,42.6,31.8,0.0,9,4.8
2025-06-26,Riyadh,37.2,42.1,31.2,0.0,9,7.0
2025-06-27,Riyadh,37.7,42.8,31.6,0.0,8,8.6
2025-06-28,Riyadh,38.6,43.7,31.6,0.0,8,5.5
2025-06-29,Riyadh,38.3,43.1,33.0,0.0,8,10.9
2025-06-30,Riyadh,37.1,41.7,32.5,0.0,7,14.6
2025-06-01,Salalah,29.0,34.9,25.7,0.0,75,8.0
2025-06-02,Salalah,28.2,32.2,24.3,0.0,76,6.8
2025-06-03,Salalah,29.2,33.0,25.8,0.4,78,7.9
2025-06-04,Salalah,28.6,32.5,25.6,0.0,75,8.5
2025-06-05,Salalah,28.6,34.9,23.9,0.0,74,9.5
2025-06-06,Salalah,29.3,33.7,25.7,0.0,73,7.4
