date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-10-01,Riyadh,33.3,38.4,27.9,0.0,13,6.8
2025-10-02,Riyadh,31.1,35.5,26.1,0.0,17,6.5
2025-10-03,Riyadh,30.5,35.0,25.7,0.0,19,6.1
2025-10-04,Riyadh,29.6,34.7,24.1,0.0,17,7.4
2025-10-05,Riyadh,29.4,34.7,24.0,0.0,15,9.3
2025-10-06,Riyadh,29.3,34.9,23.4,0.0,12,7.6
2025-10-07,Riyadh,29.5,35.3,22.5,0.0,12,6.9
2025-10-08,Riyadh,29.7,35.0,23.2,0.0,11,5.5
2025-10-09,Riyadh,30.3,35.8,22.7,0.0,12,5.7
2025-10-10,Riyadh,30.9,36.3,24.2,0.0,13,5.9
2025-10-11,Riyadh,29.8,34.6,24.8,0.0,18,5.7
2025-10-12,Riyadh,29.5,34.2,24.3,0.0,20,5.0
2025-10-13,Riyadh,30.1,35.7,24.1,0.0,18,6.5
2025-10-14,Riyadh,29.1,33.9,24.1,0.0,20,7.4
2025-10-15,Riyadh,28.3,33.4,22.9,0.0,24,6.9
2025-10-16,Riyadh,28.1,32.8,22.5,0.0,16,7.0
2025-10-17,Riyadh,28.4,33.2,22.1,0.0,18,5.5
2025-10-18,Riyadh,29.1,33.7,23.6,0.0,16,7.5
2025-10-19,Riyadh,29.0,34.2,23.6,0.0,16,9.5
2025-10-20,Riyadh,28.9,33.6,23.0,0.0,16,4.7
2025-10-21,Riyadh,28.4,33.2,23.0,0.0,16,4.9
2025-10-22,Riyadh,27.8,32.7,22.3,0.0,18,4.7
2025-10-23,Riyadh,27.1,32.2,21.1,0.0,18,5.9
2025-10-24,Riyadh,27.3,32.6,20.8,0.0,16,6.2
2025-10-25,Riyadh,28.0,33.3,21.2,0.0,15,5.2
2025-10-26,Riyadh,28.3,33.4,22.0,0.0,13,5.2
2025-10-27,Riyadh,27.4,33.0,20.6,0.0,14,6.1
2025-10-28,Riyadh,27.4,32.4,21.1,0.0,18,4.6
2025-10-29,Riyadh,27.0,32.2,20.6,0.0,17,5.1
2025-10-30,Riyadh,26.7,32.3,20.2,0.0,15,6.2
2025-10-31,Riyadh,25.6,30.6,20.1,0.0,18,7.2
2025-10-01,Salalah,27.0,32.4,23.7,0.1,85,6.1
2025-10-02,Salalah,27.6,32.2,24.0,0.0,79,6.1
2025-10-03,Salalah,26.5,30.7,23.4,0.0,79,6.2
2025-10-04,Salalah,26.5,31.0,23.6,0.0,75,5.7
2025-10-05,Salalah,25.5,30.2,21.5,0.0,77,7.8
2025-10-06,Salalah,26.5,31.2,23.4,0.0,77,6.9
2025-10-07,Salalah,26.9,31.5,23.9,0.0,79,5.0
2025-10-08,Salalah,26.5,30.6,23.7,0.0,80,5.8
2025-10-09,Salalah,26.4,30.9,23.4,0.0,80,5.2
2025-10-10,Salalah,26.7,31.0,23.2,0.0,75,4.6
2025-10-11,Salalah,26.5,30.1,23.3,0.0,72,4.7
2025-10-12,Salalah,26.2,30.7,22.6,0.0,71,5.5
2025-10-13,Salalah,26.4,30.9,22.9,0.1,67,5.7
2025-10-14,Salalah,27.2,31.4,22.8,0.0,60,4.4
2025-10-15,Salalah,27.6,31.8,23.6,0.0,48,5.7
2025-10-16,Salalah,27.1,31.0,23.6,0.0,62,6.2
2025-10-17,Salalah,26.6,29.9,23.9,0.0,68,5.8
2025-10-18,Salalah,26.6,30.8,23.1,0.0,60,5.9
2025-10-19,Salalah,26.8,30.9,23.0,0.0,62,4.9
2025-10-20,Salalah,28.1,32.6,24.5,0.0,53,5.7
2025-10-21,Salalah,27.9,32.8,24.8,0.0,43,4.6
2025-10-22,Salalah,28.6,33.4,24.4,0.0,37,6.6
2025-10-23,Salalah,29.5,36.3,25.6,0.0,26,9.8
2025-10-24,Salalah,28.6,35.3,24.2,0.0,32,7.8
2025-10-25,Salalah,28.6,35.5,23.0,0.0,28,5.6
2025-10-26,Salalah,29.3,36.9,23.7,0.0,32,3.2
2025-10-27,Salalah,28.8,34.2,23.3,0.0,31,5.1
2025-10-28,Salalah,29.0,36.1,23.4,0.0,28,6.4
2025-10-29,Salalah,29.2,37.7,23.0,0.0,26,7.3
2025-10-30,Salalah,27.8,34.5,23.7,0.0,39,4.8
2025-10-31,Salalah,27.5,32.9,22.9,0.0,44,4.9
2025-10-01,Amman,21.0,27.0,16.1,0.0,65,8.8
2025-10-02,Amman,21.4,27.8,15.5,0.0,58,5.8
2025-10-03,Amman,24.9,31.2,18.3,0.0,35,7.1
2025-10-04,Amman,26.3,33.2,19.8,0.0,25,5.9
2025-10-05,Amman,23.9,31.6,17.9,0.0,52,6.6
2025-10-06,Amman,21.5,27.7,16.9,0.0,65,8.6
2025-10-07,Amman,20.3,25.7,15.5,0.0,61,7.3
2025-10-08,Amman,20.7,26.3,16.0,0.0,53,6.6
2025-10-09,Amman,20.4,24.5,17.2,0.1,53,9.2
2025-10-10,Amman,19.5,25.7,13.7,0.0,58,4.5
2025-10-11,Amman,21.7,28.8,15.3,0.0,49,5.5
2025-10-12,Amman,19.5,23.4,16.0,0.0,68,11.1
2025-10-13,Amman,19.2,25.3,14.1,0.0,61,5.7
2025-10-14,Amman,20.0,26.7,14.7,0.0,55,4.8
2025-10-15,Amman,18.6,25.1,12.9,0.0,58,4.8
2025-10-16,Amman,19.4,26.5,13.4,0.0,61,4.1
2025-10-17,Amman,22.2,29.4,16.4,0.0,50,4.2
2025-10-18,Amman,20.5,26.0,16.3,0.0,59,7.4
2025-10-19,Amman,18.7,24.7,13.9,0.0,65,7.3
2025-10-20,Amman,20.2,26.5,15.2,0.0,60,7.7
2025-10-21,Amman,21.7,27.4,16.6,0.0,38,3.9
2025-10-22,Amman,22.7,28.6,17.6,0.0,28,4.0
2025-10-23,Amman,24.4,31.1,18.0,0.0,24,6.4
2025-10-24,Amman,23.0,27.2,18.3,0.0,36,8.9
2025-10-25,Amman,20.5,26.4,14.4,0.0,49,5.2
2025-10-26,Amman,20.5,26.1,15.4,0.0,52,6.3
2025-10-27,Amman,20.8,27.8,14.0,0.0,56,4.3
2025-10-28,Amman,22.7,29.6,17.1,0.0,42,3.7
2025-10-29,Amman,20.2,25.7,14.8,0.0,58,7.6
2025-10-30,Amman,20.1,25.9,14.9,0.0,50,7.0
2025-10-31,Amman,20.8,25.8,15.6,0.0,32,8.4
2025-10-01,Istanbul,16.8,20.3,13.8,0.0,65,9.7
2025-10-02,Istanbul,18.2,21.6,15.1,0.0,69,18.7
2025-10-03,Istanbul,19.5,23.1,17.8,4.7,77,7.4
2025-10-04,Istanbul,17.8,19.9,15.1,2.1,75,10.4
2025-10-05,Istanbul,18.4,20.4,16.6,1.7,70,9.1
2025-10-06,Istanbul,19.3,21.5,17.5,0.6,66,8.3
2025-10-07,Istanbul,17.6,19.2,16.2,18.5,87,5.0
2025-10-08,Istanbul,15.4,17.0,13.8,0.3,78,10.5
2025-10-09,Istanbul,14.9,17.0,12.7,7.2,76,13.1
2025-10-10,Istanbul,15.9,18.7,11.8,0.0,72,6.3
2025-10-11,Istanbul,14.8,17.3,11.7,6.7,78,9.9
2025-10-12,Istanbul,13.6,16.6,11.0,0.2,75,6.9
2025-10-13,Istanbul,16.1,17.9,14.2,0.5,75,4.9
2025-10-14,Istanbul,15.9,18.6,13.7,0.3,79,9.6
2025-10-15,Istanbul,15.4,18.2,13.4,0.2,80,10.3
2025-10-16,Istanbul,15.5,17.6,13.8,0.4,78,15.1
2025-10-17,Istanbul,17.3,20.7,15.5,0.2,74,12.8
2025-10-18,Istanbul,16.8,18.8,15.2,1.3,86,4.2
