date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-03-01,Riyadh,16.8,22.9,10.9,0.0,28,9.7
2025-03-02,Riyadh,16.1,20.9,10.5,0.0,25,8.6
2025-03-03,Riyadh,15.9,20.6,10.6,0.0,18,6.7
2025-03-04,Riyadh,16.7,22.4,12.0,2.2,32,11.4
2025-03-05,Riyadh,21.4,27.7,14.8,0.0,40,7.8
2025-03-06,Riyadh,22.7,27.5,18.6,0.9,50,8.9
2025-03-07,Riyadh,23.3,28.3,19.4,2.1,56,6.3
2025-03-08,Riyadh,21.8,26.8,18.5,3.0,54,7.2
2025-03-09,Riyadh,21.4,26.8,16.0,0.0,37,4.7
2025-03-10,Riyadh,21.7,26.2,17.2,0.1,41,9.7
2025-03-11,Riyadh,21.3,27.6,16.8,0.0,43,8.3
2025-03-12,Riyadh,20.4,25.8,15.7,0.0,46,9.0
2025-03-13,Riyadh,21.2,26.5,17.2,0.1,42,6.1
2025-03-14,Riyadh,22.3,28.1,16.9,0.0,32,6.8
2025-03-15,Riyadh,22.7,28.3,17.4,0.0,23,6.7
2025-03-16,Riyadh,21.7,24.7,16.7,1.1,31,5.2
2025-03-17,Riyadh,23.6,29.0,17.6,0.0,31,6.0
2025-03-18,Riyadh,25.9,31.8,19.3,0.0,24,4.6
2025-03-19,Riyadh,28.3,35.3,21.2,0.0,19,8.3
2025-03-20,Riyadh,29.0,33.7,25.5,0.4,21,10.8
2025-03-21,Riyadh,24.3,28.1,21.2,4.0,53,5.8
2025-03-22,Riyadh,22.7,28.3,19.4,6.6,65,5.3
2025-03-23,Riyadh,17.7,20.3,15.3,0.0,54,11.0
2025-03-24,Riyadh,17.2,21.8,12.7,0.0,29,10.8
2025-03-25,Riyadh,18.2,23.6,12.7,0.0,22,9.0
2025-03-26,Riyadh,19.9,25.0,14.1,0.0,17,7.1
2025-03-27,Riyadh,22.3,28.2,15.4,0.0,18,3.5
2025-03-28,Riyadh,24.8,30.6,18.1,0.0,16,5.8
2025-03-29,Riyadh,26.4,32.4,20.1,0.0,12,6.8
2025-03-30,Riyadh,27.3,33.0,22.0,0.0,12,10.5
2025-03-31,Riyadh,29.1,35.5,23.3,0.0,13,10.4
2025-03-01,Salalah,25.8,30.3,21.5,0.0,44,5.5
