date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-02-01,Riyadh,15.1,22.4,7.9,0.0,25,3.7
2025-02-02,Riyadh,15.1,19.1,11.0,0.0,25,7.8
2025-02-03,Riyadh,14.2,19.0,8.6,0.0,27,4.5
2025-02-04,Riyadh,16.9,23.7,10.1,0.0,21,6.1
2025-02-05,Riyadh,18.7,26.0,11.1,0.0,18,7.8
2025-02-06,Riyadh,23.2,28.9,18.2,0.0,23,10.1
2025-02-07,Riyadh,18.3,22.8,13.9,0.0,32,9.7
2025-02-08,Riyadh,15.0,20.7,9.3,0.0,31,5.5
2025-02-09,Riyadh,14.7,18.8,10.2,0.0,28,5.6
2025-02-10,Riyadh,15.7,21.0,10.6,0.0,32,10.1
2025-02-11,Riyadh,18.0,23.6,12.5,0.0,34,11.9
2025-02-12,Riyadh,21.3,26.7,16.3,0.0,32,10.9
2025-02-13,Riyadh,18.4,21.6,16.3,9.1,65,4.8
2025-02-14,Riyadh,18.0,23.0,15.5,2.4,79,6.5
2025-02-15,Riyadh,13.1,15.2,11.4,11.8,88,6.9
2025-02-16,Riyadh,14.8,19.5,10.9,1.8,86,8.5
2025-02-17,Riyadh,17.3,21.8,13.5,0.5,85,5.9
2025-02-18,Riyadh,15.1,17.9,13.0,1.2,77,6.1
2025-02-19,Riyadh,14.3,18.3,11.3,3.7,70,5.4
2025-02-20,Riyadh,17.7,24.6,11.9,1.0,56,9.9
2025-02-21,Riyadh,17.6,22.8,12.6,0.0,43,6.4
2025-02-22,Riyadh,20.7,28.7,13.9,0.0,34,10.1
2025-02-23,Riyadh,18.4,22.7,14.4,0.0,44,9.0
2025-02-24,Riyadh,15.2,20.9,11.2,0.2,42,7.1
2025-02-25,Riyadh,10.1,13.5,7.0,0.0,35,10.5
2025-02-26,Riyadh,11.3,17.0,6.6,0.0,18,5.5
2025-02-27,Riyadh,12.7,18.8,10.0,0.0,29,5.9
2025-02-28,Riyadh,13.2,18.2,8.4,0.0,26,6.2
2025-02-01,Salalah,22.2,27.1,17.8,0.0,16,18.2
2025-02-02,Salalah,20.6,26.3,14.2,0.0,19,14.8
2025-02-03,Salalah,22.1,26.7,17.9,0.0,30,17.6
2025-02-04,Salalah,21.5,27.5,16.1,0.0,19,15.7
2025-02-05,Salalah,20.3,25.2,14.9,0.0,42,8.6
2025-02-06,Salalah,21.5,25.2,17.9,0.0,68,7.3
2025-02-07,Salalah,21.6,25.0,18.1,0.0,69,6.0
2025-02-08,Salalah,22.1,25.5,19.1,0.0,68,6.8
2025-02-09,Salalah,21.8,26.3,18.4,0.0,74,6.0
2025-02-10,Salalah,22.4,26.4,18.5,0.0,73,4.8
2025-02-11,Salalah,23.1,26.8,19.2,0.0,73,5.7
2025-02-12,Salalah,23.5,27.2,19.8,0.0,74,5.7
2025-02-13,Salalah,23.0,28.0,17.7,0.0,74,5.0
2025-02-14,Salalah,23.4,27.8,19.9,0.0,62,4.1
2025-02-15,Salalah,23.8,28.7,19.4,0.0,62,4.3
2025-02-16,Salalah,24.1,28.6,19.8,0.0,51,3.9
2025-02-17,Salalah,23.8,28.5,19.2,0.0,60,4.3
2025-02-18,Salalah,24.4,30.0,20.1,0.0,48,4.5
2025-02-19,Salalah,24.9,30.9,20.3,0.0,47,4.7
2025-02-20,Salalah,23.9,28.3,20.0,0.0,63,5.6
2025-02-21,Salalah,23.5,27.6,19.6,0.0,78,6.4
2025-02-22,Salalah,23.9,28.2,20.3,0.0,72,5.6
2025-02-23,Salalah,24.6,29.8,20.3,0.0,72,5.0
2025-02-24,Salalah,24.5,29.2,20.8,0.0,76,5.2
2025-02-25,Salalah,24.9,29.4,20.5,0.0,71,5.6
2025-02-26,Salalah,26.9,33.0,22.5,0.0,51,9.6
2025-02-27,Salalah,26.3,32.8,20.3,0.0,40,7.2
2025-02-28,Salalah,26.0,32.8,21.1,0.0,44,5.0
2025-02-01,Amman,10.4,15.5,6.2,0.0,70,5.8
2025-02-02,Amman,11.3,17.4,5.9,0.0,53,4.9
2025-02-03,Amman,12.7,19.2,7.7,0.0,35,4.2
2025-02-04,Amman,13.3,19.8,8.2,0.0,38,5.4
2025-02-05,Amman,9.1,11.4,7.1,3.0,86,16.4
2025-02-06,Amman,5.1,6.5,4.2,17.1,91,22.5
2025-02-07,Amman,5.7,8.3,4.0,0.9,87,13.8
2025-02-08,Amman,5.7,9.9,3.2,0.0,71,11.2
2025-02-09,Amman,5.6,9.5,1.7,0.0,75,6.8
2025-02-10,Amman,6.7,9.7,4.9,0.8,87,12.5
2025-02-11,Amman,7.7,12.1,4.1,0.2,78,7.1
2025-02-12,Amman,6.7,11.1,3.6,0.4,85,8.6
2025-02-13,Amman,7.0,10.0,5.1,0.1,82,14.9
2025-02-14,Amman,7.3,12.6,2.4,0.0,73,4.8
2025-02-15,Amman,8.6,14.8,3.3,3.8,57,11.0
2025-02-16,Amman,8.5,13.5,4.3,0.6,68,7.2
2025-02-17,Amman,9.8,15.9,4.9,0.0,67,6.0
2025-02-18,Amman,11.0,17.3,5.7,0.0,57,2.8
2025-02-19,Amman,11.6,16.1,8.7,0.0,55,6.1
2025-02-20,Amman,8.8,11.2,6.5,2.2,82,19.0
2025-02-21,Amman,6.2,8.4,2.9,1.4,81,14.9
2025-02-22,Amman,4.2,6.4,1.8,2.2,79,7.9
2025-02-23,Amman,2.6,5.7,-0.0,0.0,77,11.1
2025-02-24,Amman,1.3,5.0,-1.2,0.2,73,7.9
2025-02-25,Amman,2.7,8.8,-2.4,0.0,64,5.5
2025-02-26,Amman,5.3,11.2,0.3,0.0,57,4.9
2025-02-27,Amman,7.5,13.2,2.4,0.0,40,3.2
2025-02-28,Amman,9.0,14.7,4.4,0.0,40,5.7
2025-02-01,Istanbul,8.7,13.1,6.7,0.0,93,5.1
2025-02-02,Istanbul,9.0,12.3,7.5,0.0,83,10.0
2025-02-03,Istanbul,7.1,11.4,3.9,0.0,91,7.1
2025-02-04,Istanbul,5.7,7.0,4.1,0.1,67,19.8
2025-02-05,Istanbul,3.5,4.7,2.1,1.6,70,18.4
2025-02-06,Istanbul,2.7,4.1,2.0,3.6,74,18.5
2025-02-07,Istanbul,3.2,4.8,1.9,7.1,78,16.7
2025-02-08,Istanbul,4.3,5.9,3.1,3.8,82,17.1
2025-02-09,Istanbul,4.3,6.5,3.2,1.2,75,17.8
2025-02-10,Istanbul,3.8,6.0,2.2,1.0,74,15.5
2025-02-11,Istanbul,2.1,3.5,1.0,6.1,85,14.6
2025-02-12,Istanbul,2.5,5.2,-0.4,7.8,86,10.5
2025-02-13,Istanbul,5.0,6.9,2.9,0.0,71,7.4
2025-02-14,Istanbul,7.2,9.7,4.6,0.0,72,8.8
2025-02-15,Istanbul,9.6,12.6,6.9,3.2,80,12.0
2025-02-16,Istanbul,7.7,9.8,6.2,3.8,90,12.2
2025-02-17,Istanbul,5.5,6.1,4.9,19.8,93,15.7
2025-02-18,Istanbul,5.7,7.3,4.9,0.5,77,16.0
2025-02-19,Istanbul,3.6,5.1,1.8,5.6,81,15.9
2025-02-20,Istanbul,1.5,3.1,0.0,2.2,68,17.7
2025-02-21,Istanbul,0.6,1.8,-0.5,4.4,74,17.2
2025-02-22,Istanbul,-0.4,1.4,-2.4,8.3,75,10.8
