date,city,temp_avg,temp_max,temp_min,precipitation,humidity,wind_speed
2025-01-01,amman,8.1,12.6,5.1,0.0,78,2.9
2025-01-02,amman,7.7,12.0,3.7,0.0,66,5.9
2025-01-03,amman,7.5,13.5,3.3,0.0,54,7.6
2025-01-04,amman,8.7,14.2,3.5,0.0,49,4.5
2025-01-05,amman,9.2,14.4,4.6,0.0,53,6.6
2025-01-06,amman,10.3,14.9,6.8,1.3,62,7.9
2025-01-07,amman,7.7,12.0,4.3,0.0,64,8.2
2025-01-08,amman,8.0,12.7,3.6,0.0,65,9.0
2025-01-09,amman,9.0,13.5,5.3,0.0,60,12.8
2025-01-10,amman,9.1,14.5,4.5,0.0,59,9.4
2025-01-11,amman,9.8,13.0,7.1,0.1,77,12.4
2025-01-12,amman,11.1,15.9,7.8,0.0,76,5.4
2025-01-13,amman,10.8,15.6,6.1,0.0,62,8.4
2025-01-14,amman,10.9,15.7,6.0,0.0,50,9.3
2025-01-15,amman,12.4,19.3,7.0,0.0,44,6.2
2025-01-16,amman,13.2,18.5,9.9,0.0,49,5.2
2025-01-17,amman,11.0,15.9,7.3,0.0,70,6.2
2025-01-18,amman,9.8,15.6,5.3,0.0,67,4.9
2025-01-19,amman,9.4,15.4,4.7,0.0,69,4.8
2025-01-20,amman,10.1,15.1,6.3,0.0,71,8.4
2025-01-21,amman,10.1,15.2,6.2,0.0,64,9.5
2025-01-22,amman,10.0,14.5,6.8,0.1,47,9.5
2025-01-23,amman,10.1,14.1,7.7,0.4,74,8.5
2025-01-24,amman,9.5,14.4,6.6,0.8,81,5.6
2025-01-25,amman,10.2,15.0,5.5,0.0,68,3.3
2025-01-26,amman,10.7,16.4,6.5,0.2,57,6.7
2025-01-27,amman,11.2,16.2,6.9,0.6,51,5.3
2025-01-28,amman,9.5,14.3,4.8,0.0,60,10.0
2025-01-29,amman,10.6,15.9,6.2,0.0,50,9.7
2025-01-30,amman,11.2,17.2,5.5,0.0,41,7.3
2025-01-31,amman,10.8,14.7,8.0,0.0,56,10.4
2025-01-01,cairo,14.7,20.0,9.9,0.0,64,5.2
2025-01-02,cairo,15.3,20.0,11.2,0.0,57,10.6
2025-01-03,cairo,15.5,20.2,11.2,0.0,55,11.3
2025-01-04,cairo,16.8,22.2,12.6,0.0,38,9.7
2025-01-05,cairo,15.6,20.1,12.5,0.0,44,9.3
2025-01-06,cairo,16.9,22.5,12.3,0.0,71,8.7
2025-01-07,cairo,16.4,20.7,12.4,0.0,67,6.6
2025-01-08,cairo,16.2,22.3,11.0,0.0,50,8.5
2025-01-09,cairo,16.3,22.9,9.5,0.0,45,4.2
2025-01-10,cairo,15.8,20.7,12.2,0.0,51,6.9
2025-01-11,cairo,15.8,20.4,11.7,0.5,71,6.3
2025-01-12,cairo,16.7,21.6,11.9,0.0,62,3.7
2025-01-13,cairo,17.7,23.9,11.5,0.0,49,3.4
2025-01-14,cairo,17.2,23.7,11.2,0.0,44,1.8
2025-01-15,cairo,16.6,21.7,12.7,0.0,61,4.9
2025-01-16,cairo,17.8,22.6,13.7,0.0,66,11.8
2025-01-17,cairo,17.2,21.1,14.1,0.0,71,12.4
2025-01-18,cairo,16.9,21.3,12.4,0.0,61,10.5
2025-01-19,cairo,16.0,20.4,11.2,0.0,60,5.8
2025-01-20,cairo,16.8,22.4,11.2,0.0,53,5.0
2025-01-21,cairo,18.2,23.6,13.9,0.6,43,7.5
2025-01-22,cairo,17.1,21.8,12.7,0.1,68,7.1
2025-01-23,cairo,16.4,20.8,12.3,0.0,67,6.2
2025-01-24,cairo,16.3,21.5,11.4,0.0,62,4.4
2025-01-25,cairo,16.5,21.1,11.6,0.0,58,4.7
2025-01-26,cairo,16.7,22.0,11.8,0.0,55,5.5
2025-01-27,cairo,16.3,21.4,10.8,0.0,61,5.3
2025-01-28,cairo,16.6,21.3,12.7,0.0,59,9.5
2025-01-29,cairo,16.9,22.9,11.4,0.0,50,8.6
2025-01-30,cairo,17.2,23.8,11.5,0.0,62,7.3
2025-01-31,cairo,16.6,22.3,11.0,0.0,58,7.3
2025-01-01,istanbul,5.9,9.0,3.0,0.0,90,3.3
2025-01-02,istanbul,8.4,10.6,5.7,0.0,84,10.8
2025-01-03,istanbul,11.6,13.7,10.1,0.0,73,21.0
2025-01-04,istanbul,9.2,11.9,6.5,11.2,84,17.0
2025-01-05,istanbul,7.3,9.1,6.1,0.0,76,10.9
2025-01-06,istanbul,7.8,9.2,5.6,0.0,86,7.4
2025-01-07,istanbul,11.7,14.0,9.2,0.0,77,16.5
2025-01-08,istanbul,13.7,15.1,12.5,0.0,76,17.4
2025-01-09,istanbul,12.6,14.7,11.3,0.0,81,9.6
2025-01-10,istanbul,11.8,13.9,9.7,0.0,80,9.0
2025-01-11,istanbul,9.0,12.6,6.7,8.7,88,14.6
2025-01-12,istanbul,7.3,9.4,5.7,6.2,89,15.6
2025-01-13,istanbul,5.8,6.5,4.8,16.2,88,22.5
2025-01-14,istanbul,6.4,7.4,5.6,3.2,81,20.8
2025-01-15,istanbul,6.5,7.9,5.8,13.2,86,21.0
2025-01-16,istanbul,6.1,7.7,4.3,0.9,82,14.2
2025-01-17,istanbul,5.9,9.1,4.0,0.0,74,7.9
2025-01-18,istanbul,5.7,9.6,2.8,0.0,78,2.9
2025-01-19,istanbul,5.8,10.3,1.9,0.0,86,3.8
2025-01-20,istanbul,6.4,9.4,4.8,0.0,77,10.5
2025-01-21,istanbul,6.9,10.0,4.4,0.0,81,6.1
2025-01-22,istanbul,9.2,11.5,7.3,2.8,89,4.8
2025-01-23,istanbul,7.9,10.6,5.5,0.0,95,5.1
2025-01-24,istanbul,10.2,12.6,6.5,0.0,85,10.0
2025-01-25,istanbul,9.1,10.5,6.0,22.4,84,8.9
2025-01-26,istanbul,7.4,11.6,4.9,0.0,85,7.7
2025-01-27,istanbul,7.4,10.6,4.3,0.0,92,5.7
2025-01-28,istanbul,9.4,11.9,6.3,0.0,86,9.2
2025-01-29,istanbul,12.2,14.9,10.4,0.0,75,15.2
2025-01-30,istanbul,11.8,14.2,9.5,0.0,74,7.1
2025-01-31,istanbul,11.2,13.4,9.4,0.2,81,4.0
2025-01-01,khartoum,21.9,28.7,15.8,0.0,27,14.4
2025-01-02,khartoum,22.6,29.6,16.3,0.0,29,13.0
2025-01-03,khartoum,24.2,31.2,17.3,0.0,31,10.1
2025-01-04,khartoum,26.0,33.6,18.7,0.0,35,6.9
2025-01-05,khartoum,26.1,32.9,19.8,0.0,36,9.8
2025-01-06,khartoum,22.4,28.2,16.9,0.0,20,14.0
2025-01-07,khartoum,21.9,29.1,14.7,0.0,28,9.7
2025-01-08,khartoum,24.0,31.0,17.2,0.0,31,8.4
2025-01-09,khartoum,24.3,31.3,17.0,0.0,27,8.3
2025-01-10,khartoum,23.1,29.4,16.9,0.0,29,10.5
2025-01-11,khartoum,21.1,26.9,15.6,0.0,26,12.3
2025-01-12,khartoum,21.1,28.4,13.5,0.0,29,10.1
2025-01-13,khartoum,23.4,30.2,16.7,0.0,30,9.7
2025-01-14,khartoum,23.9,31.4,15.6,0.0,28,6.8
2025-01-15,khartoum,26.2,33.2,18.6,0.0,34,7.2
2025-01-16,khartoum,28.8,36.0,21.4,0.0,35,9.4
2025-01-17,khartoum,28.8,35.1,22.0,0.0,34,10.1
2025-01-18,khartoum,28.5,35.4,21.6,0.0,37,10.2
2025-01-19,khartoum,28.5,34.8,22.6,0.0,36,11.4
2025-01-20,khartoum,28.3,35.0,22.2,0.0,30,12.6
2025-01-21,khartoum,27.4,34.4,20.5,0.0,19,11.8
2025-01-22,khartoum,26.9,33.5,20.4,0.0,22,11.8
2025-01-23,khartoum,26.1,32.3,20.0,0.0,25,13.9
2025-01-24,khartoum,24.4,30.1,19.2,0.0,20,14.3
2025-01-25,khartoum,23.1,30.2,16.1,0.0,25,9.6
2025-01-26,khartoum,23.7,30.1,17.0,0.0,23,9.2
2025-01-27,khartoum,24.2,30.4,17.5,0.0,21,11.6
2025-01-28,khartoum,22.9,29.1,16.7,0.0,19,11.3
2025-01-29,khartoum,21.7,28.1,15.6,0.0,22,11.3
2025-01-30,khartoum,22.2,29.7,14.5,0.0,26,10.4
2025-01-31,khartoum,24.0,30.6,17.3,0.0,26,12.0
2025-01-01,london,9.0,11.8,5.3,10.5,87,21.8
2025-01-02,london,2.1,4.4,-0.4,0.0,86,7.6
2025-01-03,london,0.3,3.4,-1.3,0.0,86,8.7
2025-01-04,london,0.7,3.2,-1.7,1.8,88,6.8
2025-01-05,london,7.7,12.6,0.7,23.5,94,17.9
2025-01-06,london,7.3,12.0,2.5,7.4,86,21.5
2025-01-07,london,2.4,4.9,0.7,0.1,82,11.2
2025-01-08,london,0.6,1.8,-0.8,3.0,93,7.5
2025-01-09,london,1.0,3.0,-0.9,0.6,88,9.7
2025-01-10,london,-0.7,1.4,-2.0,0.0,90,3.8
2025-01-11,london,-2.2,1.6,-3.8,0.0,94,2.3
2025-01-12,london,-0.7,3.2,-4.5,0.0,92,2.8
2025-01-13,london,3.3,5.9,1.5,0.0,83,8.8
2025-01-14,london,5.2,8.8,2.5,0.0,90,8.5
2025-01-15,london,8.6,10.0,7.6,0.0,96,4.3
2025-01-16,london,7.4,9.6,6.0,0.0,92,5.6
2025-01-17,london,5.3,6.5,3.6,0.0,86,5.8
2025-01-18,london,2.6,3.4,2.2,0.0,91,4.1
2025-01-19,london,2.5,3.4,1.8,0.2,84,5.7
2025-01-20,london,3.5,6.0,2.2,0.1,88,4.1
2025-01-21,london,2.3,4.9,-1.0,0.0,93,5.1
2025-01-22,london,3.2,4.3,2.3,1.0,93,5.4
2025-01-23,london,4.6,8.2,1.5,4.7,88,14.1
2025-01-24,london,8.9,10.8,6.5,3.8,74,20.5
2025-01-25,london,5.4,8.0,2.7,2.1,81,7.5
2025-01-26,london,4.8,8.9,1.6,8.3,83,17.3
2025-01-27,london,7.6,9.4,6.8,9.0,80,23.0
2025-01-28,london,8.4,9.5,7.3,4.0,83,20.1
2025-01-29,london,6.0,7.8,4.0,0.2,86,9.4
2025-01-30,london,4.6,7.5,1.9,0.0,79,9.7
2025-01-31,london,5.2,8.0,2.1,3.5,91,7.8
2025-01-01,munich,4.8,10.7,1.2,0.0,42,14.3
2025-01-02,munich,4.8,8.7,0.5,11.3,58,20.6
2025-01-03,munich,-0.8,0.4,-2.0,1.8,87,14.4
2025-01-04,munich,-3.7,-0.3,-7.9,0.0,77,7.0
2025-01-05,munich,2.8,8.2,-3.3,15.4,83,12.3
2025-01-06,munich,5.1,11.1,1.1,0.0,75,9.5
2025-01-07,munich,3.8,6.3,2.5,3.8,83,16.2
2025-01-08,munich,1.7,2.8,0.7,7.7,91,8.7
2025-01-09,munich,5.9,11.2,0.5,4.1,83,14.7
2025-01-10,munich,-0.5,1.9,-2.3,0.0,75,13.3
2025-01-11,munich,-2.0,-0.3,-3.4,0.0,79,10.5
2025-01-12,munich,-2.0,0.0,-3.2,0.1,73,11.5
2025-01-13,munich,-2.6,-0.5,-5.1,0.1,68,7.4
2025-01-14,munich,-3.4,1.8,-6.7,0.0,74,5.6
2025-01-15,munich,-0.6,0.7,-4.1,1.9,81,7.3
2025-01-16,munich,0.3,3.1,-1.4,0.1,93,9.1
2025-01-17,munich,-1.1,0.3,-2.9,0.0,95,7.5
2025-01-18,munich,-1.5,0.9,-2.9,0.0,89,5.3
2025-01-19,munich,-0.6,6.3,-4.7,0.0,76,3.3
2025-01-20,munich,0.3,7.4,-3.9,0.0,78,4.6
2025-01-21,munich,0.2,5.9,-2.4,0.0,81,3.1
2025-01-22,munich,-0.1,4.8,-3.3,0.0,81,5.0
2025-01-23,munich,2.0,5.2,-0.4,1.1,84,11.5
2025-01-24,munich,4.0,11.1,-0.1,0.0,79,8.7
2025-01-25,munich,6.0,13.5,2.1,0.0,68,7.8
2025-01-26,munich,4.8,7.2,2.2,0.1,76,13.2
2025-01-27,munich,5.7,12.2,1.1,2.0,78,6.6
2025-01-28,munich,3.3,5.4,1.5,14.6,93,11.7
2025-01-29,munich,4.1,8.5,0.9,5.3,75,14.9
2025-01-30,munich,2.3,8.0,-2.5,0.0,77,5.9
2025-01-31,munich,2.7,4.5,0.3,1.3,86,9.0
2025-01-01,riyadh,13.8,17.6,9.7,0.0,34,8.6
2025-01-02,riyadh,12.3,15.9,8.4,0.0,37,7.5
2025-01-03,riyadh,11.2,15.1,7.0,0.0,36,7.3
2025-01-04,riyadh,11.7,17.2,5.6,0.0,26,3.3
2025-01-05,riyadh,13.4,19.0,7.5,0.0,26,5.5
2025-01-06,riyadh,14.4,19.3,9.3,0.0,21,11.0
2025-01-07,riyadh,15.9,20.8,11.9,1.5,31,6.3
2025-01-08,riyadh,12.3,15.2,8.9,0.0,64,10.1
2025-01-09,riyadh,12.2,15.7,8.4,0.0,66,7.8
2025-01-10,riyadh,13.8,19.2,8.1,0.0,53,4.3
2025-01-11,riyadh,16.2,21.3,12.2,0.0,40,8.9
2025-01-12,riyadh,15.9,18.8,13.9,0.7,55,6.0
2025-01-13,riyadh,13.6,17.6,9.4,0.0,55,8.0
2025-01-14,riyadh,13.1,17.9,8.3,0.0,53,6.6
2025-01-15,riyadh,14.4,20.8,7.7,0.0,40,4.0
2025-01-16,riyadh,17.1,23.5,10.2,0.0,28,4.4
2025-01-17,riyadh,17.4,21.2,14.0,0.0,29,9.0
2025-01-18,riyadh,15.3,19.5,10.7,0.0,34,6.3
2025-01-19,riyadh,15.4,19.6,10.6,0.0,35,5.7
2025-01-20,riyadh,15.7,20.2,10.9,0.0,34,6.7
2025-01-21,riyadh,15.8,21.1,10.4,0.0,30,7.3
2025-01-22,riyadh,13.3,18.2,8.2,0.0,31,5.9
2025-01-23,riyadh,14.3,18.9,9.4,0.0,29,6.9
2025-01-24,riyadh,15.8,20.4,11.2,0.0,40,7.8
2025-01-25,riyadh,17.5,22.5,12.6,0.3,46,6.5
2025-01-26,riyadh,16.3,20.2,13.6,2.6,53,5.5
2025-01-27,riyadh,15.4,20.1,11.9,0.4,67,5.2
2025-01-28,riyadh,15.5,19.8,12.3,0.0,65,5.7
2025-01-29,riyadh,15.3,19.4,11.2,0.0,39,6.3
2025-01-30,riyadh,14.4,18.6,10.0,0.0,43,8.0
2025-01-31,riyadh,13.5,18.0,9.1,0.0,34,7.1
2025-01-01,salalah,21.9,26.2,17.7,0.0,68,6.1
2025-01-02,salalah,23.4,27.8,19.9,0.0,47,21.5
2025-01-03,salalah,21.1,24.5,18.1,0.0,21,34.6
2025-01-04,salalah,19.5,23.3,15.4,0.0,19,30.9
2025-01-05,salalah,20.6,24.7,16.9,0.0,34,25.9
2025-01-06,salalah,20.9,26.1,15.8,0.0,43,11.7
2025-01-07,salalah,21.8,26.1,16.8,0.0,61,7.4
2025-01-08,salalah,22.2,26.8,18.5,0.0,65,7.6
2025-01-09,salalah,23.3,29.1,18.7,0.0,46,11.2
2025-01-10,salalah,22.2,26.8,17.6,0.0,35,15.3
2025-01-11,salalah,21.8,26.8,17.9,0.0,45,13.0
2025-01-12,salalah,21.7,25.9,17.6,0.1,54,8.3
2025-01-13,salalah,23.0,28.1,18.5,0.0,52,9.3
2025-01-14,salalah,23.6,27.6,20.5,0.0,34,19.3
2025-01-15,salalah,21.6,26.1,16.5,0.0,32,17.5
2025-01-16,salalah,22.0,28.0,16.6,0.0,39,12.8
2025-01-17,salalah,22.3,28.6,17.5,0.0,46,10.7
2025-01-18,salalah,22.0,28.7,16.9,0.0,51,7.3
2025-01-19,salalah,22.2,29.0,16.8,0.0,41,8.7
2025-01-20,salalah,23.0,28.1,18.7,0.0,35,8.6
2025-01-21,salalah,23.5,28.8,18.4,0.0,32,9.3
2025-01-22,salalah,23.9,28.0,20.7,0.0,24,19.8
2025-01-23,salalah,22.1,28.2,17.8,0.0,32,16.2
